PM2_5,PM10,NO,NO2,NH3,CO,SO2,O3
61.25,95,2.6,44.97,19.25,0.64,18.22,39.7
62,95,3,50.3,17.2,1.02,16.2,39.2
61,94,3.2,34.7,24.1,0.82,18.1,37.2
62.75,98.75,4.3,59.47,17.53,0.98,16.23,36.25
67.75,113.5,6.45,79.3,13.63,0.88,16.88,25
67,115,4.9,72.45,16.65,0.87,13.95,21.6
46,73,3.9,42.7,20.4,0.16,10.1,35.3
44.5,72,3.45,40.45,19.65,0.97,15.65,37.7
42.5,70,2.68,32.1,22.45,1.12,18.38,37.2
45,71,7.15,38.15,26.7,1.16,15.15,33.3
47.5,82.5,4.7,47.18,21.35,0.92,18.4,30.87
43.25,85.5,7.9,69.78,19.62,0.74,16.15,22.05
47.5,104.25,3,52.45,19.17,1.02,5.7,25.97
58,93,3.9,45.25,20.28,1.05,2.73,25.95
59,90.75,5.08,48.02,21.05,0.77,1.17,23.53
59.25,107.75,6.75,62.77,22.68,0.88,1.1,18.63
66,101,1.95,57.15,22.17,1.56,6.88,10.3
69.25,114,35.28,91.67,23.4,1.72,8.77,5.9
80,151.5,67.85,117.72,20.3,1.68,11.98,5.9
82.25,140.5,28.25,103.95,20.47,1.74,9.88,5.4
78.5,122,33.9,89.42,21.45,1,9.98,5.9
75,127,32.68,75,24.48,1.06,11.72,5.9
77.75,124.5,38,81.68,21.2,1.49,9.58,7.85
81.5,109.5,20.9,71.75,21.35,1.17,9.9,9.3
76.5,112.75,8.6,61.23,20.4,0.53,10.83,14.23
73.75,127.25,4.03,43.78,22.4,0.55,11.15,20.6
69.75,103,3.45,41.33,22.22,0.68,8.85,26.95
66,107,3.85,44,23.15,0.42,86.7,28.9
63.25,106.5,5.23,58.1,22,0.13,58.97,30.4
67.75,115.75,5.97,69.3,20.7,0.38,72.83,33.32
76.5,126,3.33,49.63,20.25,0.45,22.88,42.15
69,114,3.62,48.75,23.12,0.62,31.25,42.15
70,115,2.1,31.5,24.3,0.72,2.62,43.1
69.25,132.25,2.25,51.45,19.67,0.14,12.25,38.23
67.75,153.25,3.65,77.5,19.53,0.09,56.02,32.82
68.25,140.5,4.55,90.98,18.95,0.44,45.6,30.4
88.5,183,4.2,82.62,21.53,1.53,36.95,30.37
80.5,160.75,2.75,75.65,23.2,1.36,29.7,28.4
70.5,149,1.55,69.5,22.78,1.45,19.57,24.97
71.75,126.25,2.47,72.05,22.9,1.46,15.83,22.55
72.75,130,3.45,70.25,22.17,1.29,22.45,21.08
79.25,134.25,1.62,63.13,22.4,1.38,21.12,15.23
82,140.75,3.25,64.58,22.78,1.39,20.2,9.8
77.75,127.5,4.07,61.95,23.13,1.56,19.53,8.33
73.75,140.5,8.4,68.55,23.33,0.24,13.15,6.38
73.75,126.5,7.33,61.22,23.53,0.11,11.85,9.3
76.25,118.25,8.48,57.12,23.8,0.05,16,8.33
79.75,126.75,5.5,47.32,23.35,0.22,16.23,14.72
87.75,138,6.22,46.48,23.53,1.15,17.08,16.17
86.25,157,6.15,46.95,23.53,1.05,23.35,23.53
84,160,3.63,43.55,22.73,0.83,24.4,37.28
75.25,132.5,2.2,36.4,22.85,1.17,18.38,43.1
80.5,118.25,3.4,46.85,20.12,0.79,29.9,43.6
94,98,3.35,48.17,21.63,0.55,100.55,45.1
71.75,116.5,3.38,43.52,23.8,0.45,99.67,47.02
64.5,115,3.75,53.3,21.55,0.39,73.45,45.07
63,116,3.47,57.5,20.37,0.94,33.7,41.68
66.25,123.5,5.08,75.83,19.93,0.8,23.45,33.32
82,151.75,2.8,84.23,19.32,1.3,16.25,27.43
107.5,214.5,9.38,146.83,15.75,1.61,18.5,8.3
123.75,294.5,19.52,133.4,16.33,1.92,18.8,14.2
104,199.5,8.15,93.73,17.08,1.68,15.77,18.63
103.25,175.75,5.43,89.2,16.35,1.87,16,16.65
105.5,158.5,3.25,80.23,16.42,1.65,20.18,20.58
89.75,142.75,2.98,65.42,18.33,1.34,22.95,23.03
85,140.75,2.65,67.4,19.07,1.52,36,23.5
92,159.5,2.43,64.23,17.95,1.19,25.22,25.5
95.5,181,14.23,105.9,20.82,1.5,18.28,7.8
97,205,8.25,92.07,14,1.7,17.25,25.47
106,165.25,2.65,64.47,15.83,2.14,16.9,28.45
102.25,156,8.1,78.12,16.6,2.26,19,6.38
109.25,165.75,12.33,84.43,16.03,2.05,20.93,14.17
127,190.75,5.87,73.48,15.33,0.64,32.58,31.87
93.75,145.5,3.47,67.45,13.45,0.65,42.52,34.77
83,128.25,3.6,85.08,6.25,1.75,46.75,40.65
80.25,127.25,3.15,71.9,10.7,1.48,49.95,45.1
79.25,126,2.95,60.5,13.55,1.12,39.8,46.05
73.25,111.25,2.15,49.15,16.6,0.37,37.05,48.5
71.25,112.25,1.77,45.05,18.23,0.35,36.4,48.5
72.75,114.25,2.15,47.97,18.77,0.45,56.52,48.5
74.5,122.25,3.3,73.25,18.22,0.96,127.53,38.7
77.25,138,3.93,65.43,17.78,1.19,41.1,41.65
96,161,4.5,106.82,10.27,0.75,26.38,31.85
120.5,210.25,4.6,121.95,11.3,1.25,23.85,23.53
133,216.5,5.6,114.45,11.77,2.06,16.88,24.97
119.5,187.25,2.93,79.65,14.23,1.9,10.88,28.4
100.75,148.25,2.75,69.1,15.43,1.88,13.1,28.4
100,151.25,2.2,62.7,16.28,1.49,15.9,28.4
88.25,134.75,2.05,59.65,16.7,1,22.4,25.95
78,114.75,1.78,57.03,17.47,0.64,23.07,27.42
72.25,102,1.55,55,17.05,0.73,21.88,25.5
71.5,105.5,2.8,60.38,17.3,0.22,20.15,25.5
71,108.25,2.32,56.35,17.05,1.04,21.35,27.92
78,114.5,1.9,64.17,16.52,1.43,21.9,14.7
94.25,144.25,2.47,65.82,16.3,1.43,14.62,9.8
108,156,4.17,61.72,16.25,1.29,10.5,11.3
105.75,152,7.43,61.97,16.93,0.85,13.83,15.67
88,148.75,5.22,58.33,18.07,0.95,25.05,27.45
79,143.25,3.88,54.8,18.38,1.07,33.4,38.73
65.25,119.25,3.2,54.6,17.95,2.36,38.15,43.62
50.75,88.25,2.9,60.05,16.15,0.22,42.27,46.05
50.75,84.5,3.35,60.95,15,0.2,74.07,47
54,94.5,3.7,68.3,15.17,1.15,107.62,47.5
54.75,103.25,4.23,79.33,15.1,1.38,172.45,43.12
55,112,3.75,86.12,14.9,0.43,158.38,44.57
55.75,112,2.4,70.05,15.33,0.25,28.48,44.07
55.75,138.75,3.05,83.17,16.18,0.54,23.47,30.4
81.5,192.75,8.68,119.67,14.2,1.35,24.1,22.08
107.25,212,5.85,142.8,11.4,2.36,22.83,11.78
129.5,249.75,12.85,134.65,10.8,2.27,21.05,13.73
108.75,198.75,10,104.18,13.22,1.76,15.6,18.63
96,165,4.15,99.45,11.52,1.77,14.67,23.53
100,151.5,2.75,83.95,13.25,1.93,25.15,22.55
112,159.25,2.75,88.6,13.62,1.38,20.3,15.7
105.75,150,3.68,90.4,13.45,1.56,16.22,10.8
110.5,166,9.38,92.72,14.07,1.39,16.9,7.33
99.5,145.75,11.38,92.58,14.65,1.61,18,5.9
97.75,163.25,9.28,85.7,14.55,1.51,18.85,6.85
99.75,177.5,5.83,79.48,14,1.68,14.7,7.8
111.25,164.5,8.72,81.38,12.62,1.7,15.47,9.3
115,159.25,9.5,82.17,13.37,1.29,22.4,18.65
89,129.25,4.53,67.4,14.5,0.94,25.93,34.78
64.5,109.5,3.57,62.97,14.62,0.83,26.15,41.15
66.75,124.25,4.37,79.6,15.18,0.69,148.27,38.73
45.75,77.25,3.37,56.1,17.3,0.84,49,44.1
40.5,63.75,3.47,58.6,19.05,0.12,79.4,42.62
45.5,74.5,2.45,60.3,16.33,0.23,41.97,45.55
47.25,75,3.15,58.77,17.72,0.6,29.98,47.52
55.5,95,5.58,68.02,19.22,0.56,30.47,43.57
67.75,129.25,5.28,92.25,17.5,0.83,22.9,30.37
81.75,183.25,3.65,92.1,16.6,0.88,19.07,24.47
83,176,7.75,110.48,14.57,1.26,18.08,16.17
91.5,213.25,21.17,114.9,14.1,1.33,18.53,15.65
103.5,205.5,14.63,109.38,14.38,0.98,17.05,12.25
126.75,200.5,7.97,106.9,12.72,1.32,18.65,11.28
152,201.25,8.5,103.6,13.1,1.62,18.62,12.25
137.75,188.25,34.67,127.67,13.7,1.59,19.17,7.83
130.5,205.25,27.3,118.7,12.63,1.74,17.35,8.8
129,191,32.6,121.6,13.2,1.65,16.05,5.9
89,141.25,3.75,84.4,11.25,0.7,34.02,54.88
85.75,151.75,2.03,95.8,4.45,0.73,34.68,61.75
83.75,143.5,2.75,88.15,6.32,0.91,32.38,62.23
79.75,140,3.4,97.08,5.33,0.76,91.05,57.83
81.75,148.75,4.42,122.02,5.95,1.08,167.73,49
90,166,7,151.5,14.2,0.79,166.2,31.87
118.5,253.75,16.85,175.65,10.67,1.27,68.12,14.7
116.5,260,32.7,173.5,12.12,2.32,29.45,13.7
132,258.25,17.48,143.95,10.08,2.35,18.8,17.18
139.25,250.5,21.12,137.58,9.23,2.7,15.4,14.23
176.5,264.5,27.45,155.28,9.05,2.5,12.4,10.75
191,247.5,32,151.78,8.4,0.86,16.05,8.83
173.25,246.5,48.1,161.78,5.85,0.9,12.9,7.35
159.5,238.25,52.5,152.8,10.2,1.65,9.67,5.9
146.25,217,89.53,153.38,8.1,1.64,8.38,5.9
153.75,236.75,85.55,155.92,6.83,1.16,6.77,5.9
142.5,216.25,77.65,140.17,6.52,1.28,4.38,5.9
133.25,201,94.57,133.95,10.25,1.34,11,5.9
142.25,216,77.4,131,8.13,0.85,10.1,6.38
132.75,197.75,44.25,115.93,8.78,1.44,10.67,12.72
137.25,224.75,25.3,107.35,10.38,0.66,13.35,24.5
128.5,214.25,8.75,87.2,11.28,0.66,13.75,41.18
109,169.25,3.95,80.1,11.5,0.2,31.18,49
99.5,183.5,3.55,134.55,3.7,0.54,166.5,54.38
108.75,208.5,5.12,127.63,11.9,1.4,171.8,39.2
103,204.5,6.02,135.47,11.35,1.25,129.93,35.78
110.25,233,12.55,167.22,10.98,1.67,87.02,17.62
138,308,28.72,176.72,14.15,1.47,28.05,7.38
137.75,314,28.62,172.05,7.53,1.88,10.15,9.3
147.75,305.5,48.25,174.45,9.25,2.26,5.6,8.33
194.5,335,35.9,157.78,6.82,2.41,1.1,8.8
190.5,236,14.88,131.17,9.85,0.89,6.67,12.25
155,209.25,14.75,129.58,10.7,0.88,6.97,10.8
147.5,197.25,22.32,133.8,8.78,1.14,5.22,5.9
131,183,13.65,103.85,8.5,1.7,5.5,11.8
119.75,167.5,9.45,94.92,8.57,1.88,5.17,10.8
112.25,145,7.38,82.12,11.15,1.3,4.5,12.28
114.5,147.5,9.25,94.3,10.28,1.51,8.73,10.28
127.75,186.5,14.65,95.47,10.9,1.28,10.07,4.88
129.75,201.5,19.82,103.2,10.38,1.64,9.62,7.83
137.5,199.25,8.52,93.8,6.82,1.43,13.57,28.42
133.75,179.5,4.68,91.07,8.23,1.53,20.6,38.73
120.5,175.25,3.45,84.25,9.75,1.74,21.55,50.48
100.5,156,3.48,75,12.45,0.94,19.82,50.5
97.75,149.5,4.1,88.87,8.25,1.46,22.85,52.45
91.25,146.5,3.12,89.88,5.15,1.35,27.57,53.9
86.5,146.25,2.8,92.1,6.95,1.22,31.3,56.82
99.25,161,3.35,118.77,7.2,0.72,30.03,53.9
107.5,178.5,8.2,122.35,10.82,2.05,23.35,35.28
111.5,217.5,8.57,142.12,9.85,2.22,20.42,22.55
116.25,231.5,7.75,126.55,8.15,2.11,17.47,22.05
127.5,213.5,4.8,90.83,10.87,0.77,13.95,26.92
107,158.5,3.53,93.48,12.72,0.91,13.47,25.97
132.5,210.75,12.45,129.35,11.25,1.25,13.17,11.28
192,325,26.97,143.98,6.87,1.3,13.1,7.85
179.25,265.5,18.05,131.7,4.92,1,11.5,12.75
127.75,178,7.05,98.38,10.33,0.67,9.85,23.5
115.5,155.75,2.15,83.6,11.1,0.82,9.83,26.45
120,164,1.97,76.85,11.8,0.78,9.92,21.6
129.5,174.75,2.13,76.45,11.9,1.77,9.62,19.6
135,189,3.33,89.42,11.02,1.81,9.1,15.7
147,216,4.05,90.27,8.57,1.98,9.47,10.28
178.75,226.25,5.67,88.48,9.45,2.37,8.62,9.8
161.25,198,7.75,81.78,10.82,1.06,8.7,9.8
142.5,169.5,8.07,83.33,10.52,0.99,9.22,17.65
126,181.5,3.47,75.83,10.4,0.77,20.1,46.52
112,175,4,70.7,11.5,0.87,25.22,48.02
95.5,163.75,3.23,66.55,12.65,1.32,22.25,51.48
91.25,149.25,3.88,64.1,12.95,1.42,20.02,51
91.75,151.75,4.05,64.58,13.1,1.63,23.05,52.93
92.25,150.5,2.9,69.15,13.62,1.19,24.57,52.43
96.75,161.5,3.4,71.12,13.15,0.7,23.9,50
99.5,184.75,5.38,88.77,15.33,0.87,21.72,40.18
109,224.25,4.72,108.65,13.25,1.17,25.15,34.8
132.25,228.75,4.23,111.7,11.6,1.12,22.95,29.37
133,231,7.12,119.5,8.5,1.96,17.55,22.08
135.75,236.5,16.57,128.53,14.18,1.89,13.95,16.65
127,211,11.37,134.43,8.9,2.46,12.17,13.72
165.75,255.5,16.88,130.63,10.9,2.15,11.08,8.83
191.5,269.75,27.48,136.85,7.98,0.94,10.77,10.8
176.25,220.5,11.35,113.98,12.53,1.04,8.77,18.13
135,173.25,10,123.3,12.63,1.01,8.65,13.7
134.25,171,6.02,130.88,12.4,1.39,7.85,8.3
131.75,171.75,11.7,121.63,12.88,1.36,6.15,10.78
130.75,175.75,10.33,117.65,12.72,1.47,5.75,8.83
128.25,177.25,16.88,111.4,13.2,1.6,7.17,10.78
123,166,49.45,113.23,12.8,1.6,8.25,5.38
100.25,135,24.15,94.12,11.1,1.56,6.03,9.33
129.25,172.5,7.17,84.3,11.27,1.38,10.52,35.28
145.25,197.5,3.3,71.85,10.73,1.26,18.5,40.65
128,178,3.1,61.5,13.5,1.15,19.5,48
114.25,173,2.88,57.45,15.8,1.62,20.38,50.48
103.25,163.75,2.9,52.67,15.85,1.48,17.2,47.5
94.75,146.5,2.55,53.82,15.95,1.52,16.22,50.48
95,153.5,3.07,55.85,15.52,1.54,17.15,50.45
96.5,159.75,2.97,60.83,16.47,0.99,15.33,47.55
92.5,159,3.32,66.48,17.53,1.14,15.45,41.68
101.5,177.25,2.47,92.05,16.35,1.53,14.4,31.38
128.25,210.25,3.27,132.18,12.43,1.69,12.28,21.05
137,222.25,2.33,93.35,13.85,1.77,10.17,23.5
126.5,207.5,3.4,96.17,15.88,1.84,8.25,21.58
131,197,4.18,96.07,17.52,1.8,6.23,11.25
141.25,270.75,10.8,124.15,13.3,2.02,5.62,6.85
157.75,271.75,9.83,117.7,11.88,1.71,11.55,11.75
173.5,254.5,14.6,114.9,13.1,1.91,9.93,6.85
187,268,22.58,121.5,13.5,1.64,9.53,5.9
138,235.25,29.93,114.5,13.57,1.72,9.43,7.35
124.5,203,13.23,80.52,15.03,2.15,7.75,14.7
111.5,154.25,7.38,72.43,14.43,2.23,7.4,15.2
114.75,147,6.12,80.95,15.97,2.56,10,10.8
122.25,160,16.1,84.38,15.6,2.43,13.58,8.83
128.5,167.5,31.02,91.05,14.65,1.34,12.5,6.88
125,174.5,16.3,88.68,14.25,1.25,16.02,15.67
114,178.25,4.8,76.18,13.45,1.16,12.6,44.12
105.75,164.75,3.95,80,9.5,1.72,34.45,53.4
99,161.75,2.75,91.15,7.18,1.15,25.03,58.32
96.75,169,3,86.95,7.07,0.76,25.47,58.32
90,157,1.72,78.45,9.57,0.59,20.4,53.43
72.5,130,3.98,68.6,15.8,0.73,20.83,52.93
79,150.25,3.32,75.07,16.58,1.1,23.75,51.48
89.5,165.5,2.23,71.6,17.6,0.84,30.43,48.52
103.75,232,32.7,166.42,15.6,1.14,23.65,15.7
109.5,358.25,16.25,146.15,14.55,1.2,18.82,15.17
125.5,351.5,12.12,129.6,14.15,1.2,15.6,14.7
149,315,58.8,142.2,20,1.41,16.3,5.9
157,332.25,90.23,176.3,10.83,1.94,16.02,6.35
179,377.75,97.97,182.08,7,1.84,14.53,5.9
165.25,340.5,71.53,166.32,9.78,1.77,9.68,5.4
143.75,293.5,104.85,154.75,13.73,1.89,9.2,5.9
139.5,296.25,75.88,131.48,11.53,1.48,5.75,5.9
110.25,214.25,49.2,125.5,13.78,1.56,3.25,5.9
109.5,173,36.02,126.2,13.9,0.47,1.47,6.85
118.5,205.5,42.85,116.4,12.1,1.02,4.9,7.35
127.5,287.25,50.38,110.32,13.62,0.93,6.53,5.9
118,234,74.65,131.75,11.45,0.8,6.67,5.9
125.25,211.5,43.05,111.62,10.38,0.98,4.35,9.8
110.25,190.25,17.27,81.05,13.12,0.95,7.67,23.52
111,174,5.72,75.53,13.7,0.8,10.65,33.33
114.5,187.5,3.2,74.4,12.65,1.44,33.7,41.15
110.5,185.75,5.47,121.95,5,1.83,155.93,36.25
108.5,190.75,4.78,126.93,6.4,1.5,154.95,40.7
87.5,152,3.83,100.53,7.7,1.46,149.95,41.65
86.5,146.25,4,78.83,13.9,0.94,86,45.08
90,147,5.38,114.3,12,1.1,65.28,40.68
112,203,7.6,79.5,14.2,1.17,55.6,25.5
104,200,5.92,83.05,12.68,0.34,53.8,28.42
91.5,182.25,3.8,84.6,11.2,0.48,85.75,32.32
77,157,4.15,114.05,3.92,0.95,97.25,42.65
68.25,145.75,5.88,121.12,8.85,0.54,138,34.28
79.75,172.25,6.92,144.8,2.88,1.49,182,42.65
83.75,193.25,3.35,117.58,4.18,0.44,125.02,48.98
77.5,172,3.12,73.33,15.5,0.73,22.3,38.7
76,226.5,5.6,116.88,18.2,0.84,26.68,19.6
98.25,372.75,18.92,150.07,12.27,1.36,24.3,11.28
118.5,281.25,19.45,150.65,15,1.06,15.35,10.3
144,285,40.48,168.5,9.95,1.42,17.5,7.83
156,413.25,44.33,171.62,11.18,1.24,19.52,5.9
164.5,390.5,51.93,163.3,11.1,0.97,18.1,6.38
151.75,280.5,31.5,140.45,9.93,0.59,13.9,9.3
117.5,213.25,24.52,125.03,10.07,0.8,10.2,9.8
119.75,207.5,15.05,118.38,8.82,0.76,9.25,10.75
128.25,217.75,34.75,127.62,9.75,1.79,8.4,5.9
119.25,226.5,33.25,124.78,9.4,1.44,7.88,5.9
118.5,225,29.05,114.8,10.65,1.19,7.57,5.9
124.5,217.75,27.15,114.72,9.38,1.46,8.5,5.9
124.25,206,20.15,109.12,8.68,1.54,5.93,5.88
108,150,9.32,87.8,8.15,0.83,3.45,15.18
104.75,140,5.2,88.9,7.75,0.87,2.75,23.52
109.5,149,4.93,90.97,6.52,0.71,3.05,26.45
106.5,143,4.25,88.15,6.95,0.46,8.12,33.33
105.25,144,3.88,94.1,4,0.39,6.67,41.18
95.25,139.75,2.58,111.95,1.5,1.04,9.5,45.1
87.25,119.75,2.58,85.45,7.22,0,11.9,44.6
81,130.75,5.5,109.12,5.62,0.14,12.1,44.1
87,148.5,4.67,116.25,1.7,0.15,13.05,41.15
90.25,161,7.75,121.28,4.4,0.24,10.82,25.48
99.25,193,6.5,109.77,6.15,0.24,10.75,24
97,181,5.78,105.33,9.53,0.24,10.45,18.12
119.75,233,10.1,117.18,7.75,0.87,11.82,14.22
141.25,270.25,10.38,127.6,6.85,1.04,11.43,10.3
165.25,275.5,8.2,129.22,5.33,1,10.65,9.3
174.5,272.75,6.95,127.83,4.42,1.06,11.07,8.35
178.25,251.5,6.28,125.92,4.03,1.19,9.9,7.83
170.25,269.75,40.55,153.5,5.53,1.24,11.07,6.85
173.25,300,56.4,153.25,5.92,1.56,8.88,8.8
151.75,238,47.45,154.45,3.62,1.15,10.82,4.9
140.5,221.5,22.2,113.9,5.58,1.2,7.97,11.3
118,190,13.78,111.5,5.65,1.24,6.38,12.25
112,170.25,7.12,93.22,6.43,1.15,7.03,16.18
118.25,179,4.7,90.25,6.15,1.08,8.25,18.12
130.75,192.75,5.03,89.85,5.9,1.48,8.23,22.08
137.5,187.75,3.7,90.17,4.95,1.55,7.78,27.45
130.75,183.25,5.82,90.22,7.9,1.64,12.35,30.4
120,177,4.15,99.95,3.05,1.55,13.15,45.58
83.75,132,2.7,85.42,6.95,0.76,12.17,46.05
86.75,133.25,3.98,78.07,7.45,0.74,13.15,44.1
91.75,142.5,3.4,70.17,11.57,0.64,13.22,38.23
100.75,163.5,3.5,64.28,14.85,0.66,9.98,26.95
102.25,190.75,3.1,73.47,14.02,0.68,12,27.95
97.25,212.25,4.22,57.72,15.85,0.69,11.8,30.9
94,160.25,4.12,62.02,17.1,0.64,11.62,26
109,182.25,4.65,67.62,15.85,0.48,11.4,22.55
110.5,182.5,5.22,67.2,16.88,0.66,11.23,23.05
118.25,176.5,1.82,58.62,14.55,0.44,11.4,28.4
123.5,161.5,1.9,56.5,15.05,0.75,11.07,27.45
111,161,2.48,65.62,14.9,0.63,9.68,21.57
116.25,172.75,2.52,78.92,13.82,0.72,9.75,18.6
122.5,172.25,2.55,86.53,13.57,0.49,9.75,14.68
118.5,168.25,9.8,103.3,13.15,0.2,8.1,8.32
109.25,152.75,7.6,83.6,12.62,0.4,7.78,12.78
104.5,147.5,9.07,87.53,13.32,0.32,6.22,10.78
107.25,152.5,16.32,91.82,13.38,0.6,6.05,6.85
115.75,180.5,10.68,81.65,11.73,0.49,7.15,14.68
128,174.5,4.45,67.55,13.03,0.32,8.52,26.45
115.75,157,2.7,59.45,14.07,0.17,7.2,37.73
97.5,145.75,2.45,52.25,15.35,0.79,13.28,45.6
87,140,2.55,72.35,7.35,0.8,12.57,41.2
74.5,128.75,2.9,40.17,18.25,0.29,14.18,41.68
73.75,118.5,2.7,57.88,15.77,0.45,13.38,42.62
65.5,117.25,1.98,47.88,17.82,0.18,11.53,39.67
78.5,125.25,3.35,50.02,18.2,0.28,12.03,28.42
68,138,3.3,63.35,19.62,0.33,12.6,20.6
77.5,158,3.9,52.77,20.12,0.58,14.08,21.08
91.5,161.5,8.9,67.65,20.43,0.69,13.73,12.78
104.5,220.25,14.28,79.2,17.48,0.7,14.3,10.8
111.75,221.75,19.2,90.95,15.82,0.72,12.75,5.88
113.75,191.25,12.65,85.8,17.35,0.77,12.93,8.32
116,167.5,5.07,68.68,17.05,0.68,13.43,17.17
93.75,139.75,2.75,52.6,17.28,0.71,11.25,25.98
81,115,1.45,45.45,18.05,0.57,10.38,24.5
94.25,138,7.85,72.75,17.02,1.25,8.5,11.28
99.75,160.75,12.48,90.28,16.08,0.52,8.55,6.38
104.5,155.75,7.88,72.47,15.53,0.88,7.6,15.18
101.5,150.25,12.35,82.53,16.75,0.81,12.77,7.83
97.5,147.25,12.57,74.78,16.12,0.98,16.4,8.35
99.5,150,6.65,60.08,16.2,0.64,19.55,20.6
100.5,139,3.05,56.15,16.25,0.77,19.75,29.9
99,142,2.3,50.9,16.7,0.58,19.8,38.2
89,139.25,2.15,47.45,17.05,0.61,18,41.68
82.5,132,2.15,40.53,17.95,0.38,17.2,42.15
78.25,122.75,2.38,41.3,17.72,0.1,12.35,40.7
69.75,113.5,2.45,40.65,17.68,0.12,10.8,41.2
68.75,113.5,2.3,41.17,17.6,0.08,9.77,41.2
67.5,109.75,2.08,39.15,17.93,0.64,9.98,40.2
66.25,114.5,2.42,43.78,17.73,0.54,10.95,35.27
71.75,128.75,2.73,45.75,19.38,0.67,10.85,29.4
89.25,166,2.75,54.45,19.23,0.82,8.82,23.52
101.5,205.75,2.75,50.95,18.38,0.61,10.18,25.95
112.5,176.5,2.6,55.55,18.5,0.87,9.35,20.58
125.75,197,2.88,62.38,17.1,0.86,6.85,16.65
133.5,211,2.02,60.98,16.77,0.83,5.58,15.67
133.5,188.5,2.08,61.9,17.58,0.63,9.2,17.62
134.25,180,1.85,60.3,16.58,0.74,11.88,22.05
126.75,170,2.88,66.5,15.57,0.59,10.72,17.6
134.75,175.25,3,67.9,16.18,0.63,9.93,14.22
126,177.25,3.17,68.1,16.62,0.07,10.62,11.75
129.5,189,3.83,74.6,16.4,0.01,8.88,11.28
133.5,182.5,4,75.38,16.67,0.13,9.15,12.23
141,172,5.6,72.1,16.15,0.06,8.45,8.8
125.75,159.25,5.42,56.4,16.9,0.73,9.12,10.8
120.75,168.5,3.5,50.08,17.35,0.67,12.05,25.48
103,151,2.78,40.25,18.62,0.83,10.4,34.3
98.5,143.25,2.2,41.5,18.35,0.95,15.97,48.02
124.5,177.25,1.98,44.1,18.88,0.75,22.65,52.92
107.25,157.5,1.27,40.35,19.15,0.29,22.77,48
100.5,145.5,1.77,42.78,17.65,0.05,19.82,49
89,137.25,2.45,45.67,17.07,0.53,20.62,51.48
93.5,149,2.65,42.88,18.03,0.01,24.75,48.02
88.25,144.25,2.58,52.9,19.65,0,18.6,32.83
86.5,171.75,2.35,69.53,18.65,0,14.85,26.95
91,182.25,2.12,56.4,17.58,0,13.17,32.32
105,174.25,3.17,67.38,18.25,0.43,9.55,19.6
127,213,3.7,69.78,16.5,0.7,6.28,17.62
154.5,230.5,3.55,74.57,15.9,0.82,4.75,15.65
162,238,3.38,75.88,16.25,0.64,5,11.3
167,224.75,3.52,71.57,16.55,1.05,8.72,10.28
166,220.5,4.35,71.5,16.32,1.07,8.75,11.28
160.25,219.75,15.05,85.43,16.85,1.1,6.1,6.85
157.5,213.75,11.15,78.78,17.23,1,8.18,6.35
132,192.25,22.35,79.2,18.18,1.49,9,7.35
113.5,171,13.15,63.42,18.12,1.31,8.82,7.8
111.25,161,8.25,59.08,18.5,1.37,8.32,6.85
114,193.5,11.47,68.03,18.12,1.5,9.27,7.8
120,216.75,7.92,60.95,17.93,1.15,12.4,12.28
123,207,4.28,51,18.43,1.12,17.75,21.05
108.25,183.75,1.88,43.1,18.4,0.91,20.6,34.32
98.75,146.5,2.05,39,18.6,1.01,24.62,36.25
108.25,162.25,2.42,42.6,18.98,1.1,77.67,39.2
108.75,195,3.7,71.6,16.9,0.83,118,38.7
93.25,157.25,1.85,48.72,16.6,0.64,46.35,39.2
76.5,120.75,2.42,58.75,16.18,0.43,135.95,34.8
79,135.25,2.12,55.92,15.22,0.78,36.52,36.25
89.25,145.75,1.62,59.7,17.1,0.72,22.65,29.4
111.75,173,2.08,55.52,17.17,0.74,16.7,27.48
117.5,168.25,2.15,46,17.4,1.26,4.15,24.48
127.25,173,2.18,43.23,17.83,1.15,0.1,22.55
124.25,173.5,1.98,44.27,17.95,1.16,1.4,21.08
120.5,166,1.38,42.48,18.5,1.04,1,19.6
116,166,1.65,50.3,18.05,0.23,3.2,14.7
121,162.25,2,52.65,17.8,0.18,2.58,19.12
124.5,163.5,1.77,47.32,17.15,0.08,3.02,20.6
127,167.25,3.18,65.08,17.18,0.29,1.27,7.85
128.25,171.75,11,73.38,16.73,0.51,0.9,6.38
123,165,5.1,66.9,17.35,0.48,2.8,7.85
119.25,159.75,8.8,75.23,16.07,0.76,4.35,7.8
138,177,10.55,63.62,16.5,0.73,5.3,7.35
112,159,7.3,55.17,17.58,0.82,3.88,14.72
112,158,2.28,44.52,18.33,0.84,8.77,29.4
111.75,154,2,41.12,18.65,0.61,10.9,33.33
108.5,149.5,1.9,39.6,18.85,0.85,10.45,40.68
98.75,144.5,2.15,50.38,14.82,1.4,16.85,49.5
92.25,141,2.12,43.35,16.85,0.79,13.02,43.12
89.75,130.5,1.9,39.6,17.58,0.74,1.9,42.65
83.75,137,2.33,40.75,19.1,0.77,1.55,31.85
85.25,166,3.58,56.75,19.38,0.74,10.18,22.55
95.25,202.75,2.95,55.3,17.73,0.91,10.15,19.6
106.75,185,2.3,50.52,19.3,0.69,11.23,20.6
112,179.5,1.78,35.57,23.62,0.83,9.75,24.5
114.75,178.5,1.38,41.6,19.67,1.15,9.82,25.98
