Year,Month,Day,avg(AQI)
2019,4,11,105.46153846153847
2019,4,12,105.27642276422765
2019,4,13,104.29113924050633
2019,4,14,108.70588235294117
2019,4,15,104.11309523809524
2019,4,16,118.08235294117647
2019,4,17,99.37297297297297
2019,4,18,98.41397849462365
2019,4,19,99.72222222222223
2019,4,20,81.77241379310345
2019,4,21,84.53125
2019,4,22,89.36363636363636
2019,4,23,111.45217391304348
2019,4,24,102.36974789915966
2019,4,25,112.44852941176471
2019,4,26,134.10476190476192
2019,4,27,132.42528735632183
2019,4,28,134.7651515151515
2019,4,29,120
2019,4,30,100.13829787234043
2019,5,1,114.86813186813187
2019,5,2,122.1063829787234
2019,5,3,141.75
2019,5,4,132.74834437086093
2019,5,5,126.19565217391305
2019,5,6,147.91666666666666
2019,5,7,151.83928571428572
2019,5,8,167.8013698630137
2019,5,9,161.44585987261146
2019,5,10,168.11029411764707
2019,5,11,170.07638888888889
2019,5,12,142.53846153846155
2019,5,13,135.5040650406504
2019,5,14,116.66233766233766
2019,5,15,122.26751592356688
2019,5,16,111.41549295774648
2019,5,17,130.1375
2019,5,18,118.64864864864865
2019,5,19,133.76719576719577
2019,5,20,125.85534591194968
2019,5,21,114.16969696969697
2019,5,22,115.84137931034483
2019,5,23,111.84357541899442
2019,5,24,100.46629213483146
2019,5,25,106.65868263473054
2019,5,26,118.75806451612904
2019,5,27,117.14754098360656
2019,5,28,114.58375634517766
2019,5,29,124.67213114754098
2019,5,30,130.29761904761904
2019,5,31,132.66666666666666
2019,6,1,126.35087719298245
2019,6,2,133.9322033898305
2019,6,3,118.87700534759358
2019,6,4,102.67539267015707
2019,6,5,97.75263157894737
2019,6,6,108.3298969072165
2019,6,7,92.8643216080402
2019,6,8,93.29508196721312
2019,6,9,114.31972789115646
2019,6,10,102.47852760736197
2019,6,11,80.4375
2019,6,12,74.0828025477707
2019,6,13,69.95731707317073
2019,6,14,61.10843373493976
2019,6,15,92.74301675977654
2019,6,16,106.29133858267717
2019,6,17,91.30718954248366
2019,6,18,78.82317073170732
2019,6,19,97.91282051282052
2019,6,20,83.93577981651376
2019,6,21,77.94059405940594
2019,6,22,78.00552486187846
2019,6,23,84.47150259067358
2019,6,24,72.75384615384615
2019,6,25,70.08163265306122
2019,6,26,70.81
2019,6,27,76.07602339181287
2019,6,28,76.37908496732027
2019,6,29,91.03030303030303
2019,6,30,86.75
2019,7,1,78.39102564102564
2019,7,2,78.02614379084967
2019,7,3,82.37278106508876
2019,7,4,74.38650306748467
2019,7,5,68.56043956043956
2019,7,6,63.325714285714284
2019,7,7,69.37569060773481
2019,7,8,73.60958904109589
2019,7,9,73.87412587412588
2019,7,10,88.04794520547945
2019,7,11,130.12154696132598
2019,7,12,108.98461538461538
2019,7,13,97.69060773480663
2019,7,14,83.88165680473372
